indice,recorte_origen,recorte_aumentado,ruta_origen,ruta_aumentada
1200,taxi_recorte_train_0048.jpg,taxi_recorte_aug_01200.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0048.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01200.jpg
1201,taxi_recorte_train_0143.jpg,taxi_recorte_aug_01201.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0143.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01201.jpg
1202,taxi_recorte_train_0222.jpg,taxi_recorte_aug_01202.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0222.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01202.jpg
1203,taxi_recorte_train_0380.jpg,taxi_recorte_aug_01203.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0380.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01203.jpg
1204,taxi_recorte_train_0476.jpg,taxi_recorte_aug_01204.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0476.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01204.jpg
1205,taxi_recorte_train_0533.jpg,taxi_recorte_aug_01205.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0533.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01205.jpg
1206,taxi_recorte_train_0388.jpg,taxi_recorte_aug_01206.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0388.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01206.jpg
1207,taxi_recorte_train_0094.jpg,taxi_recorte_aug_01207.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0094.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01207.jpg
1208,taxi_recorte_train_0208.jpg,taxi_recorte_aug_01208.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0208.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01208.jpg
1209,taxi_recorte_train_0411.jpg,taxi_recorte_aug_01209.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0411.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01209.jpg
1210,taxi_recorte_train_0128.jpg,taxi_recorte_aug_01210.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0128.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01210.jpg
1211,taxi_recorte_train_0106.jpg,taxi_recorte_aug_01211.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0106.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01211.jpg
1212,taxi_recorte_train_0044.jpg,taxi_recorte_aug_01212.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0044.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01212.jpg
1213,taxi_recorte_train_0206.jpg,taxi_recorte_aug_01213.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0206.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01213.jpg
1214,taxi_recorte_train_0480.jpg,taxi_recorte_aug_01214.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0480.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01214.jpg
1215,taxi_recorte_train_0216.jpg,taxi_recorte_aug_01215.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0216.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01215.jpg
1216,taxi_recorte_train_0422.jpg,taxi_recorte_aug_01216.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0422.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01216.jpg
1217,taxi_recorte_train_0200.jpg,taxi_recorte_aug_01217.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0200.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01217.jpg
1218,taxi_recorte_train_0172.jpg,taxi_recorte_aug_01218.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0172.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01218.jpg
1219,taxi_recorte_train_0235.jpg,taxi_recorte_aug_01219.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0235.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01219.jpg
1220,taxi_recorte_train_0111.jpg,taxi_recorte_aug_01220.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0111.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01220.jpg
1221,taxi_recorte_train_0130.jpg,taxi_recorte_aug_01221.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0130.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01221.jpg
1222,taxi_recorte_train_0399.jpg,taxi_recorte_aug_01222.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0399.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01222.jpg
1223,taxi_recorte_train_0076.jpg,taxi_recorte_aug_01223.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0076.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01223.jpg
1224,taxi_recorte_train_0288.jpg,taxi_recorte_aug_01224.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0288.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01224.jpg
1225,taxi_recorte_train_0330.jpg,taxi_recorte_aug_01225.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0330.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01225.jpg
1226,taxi_recorte_train_0084.jpg,taxi_recorte_aug_01226.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0084.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01226.jpg
1227,taxi_recorte_train_0374.jpg,taxi_recorte_aug_01227.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0374.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01227.jpg
1228,taxi_recorte_train_0496.jpg,taxi_recorte_aug_01228.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0496.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01228.jpg
1229,taxi_recorte_train_0175.jpg,taxi_recorte_aug_01229.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0175.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01229.jpg
1230,taxi_recorte_train_0500.jpg,taxi_recorte_aug_01230.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0500.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01230.jpg
1231,taxi_recorte_train_0193.jpg,taxi_recorte_aug_01231.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0193.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01231.jpg
1232,taxi_recorte_train_0180.jpg,taxi_recorte_aug_01232.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0180.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01232.jpg
1233,taxi_recorte_train_0323.jpg,taxi_recorte_aug_01233.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0323.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01233.jpg
1234,taxi_recorte_train_0529.jpg,taxi_recorte_aug_01234.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0529.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01234.jpg
1235,taxi_recorte_train_0372.jpg,taxi_recorte_aug_01235.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0372.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01235.jpg
1236,taxi_recorte_train_0428.jpg,taxi_recorte_aug_01236.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0428.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01236.jpg
1237,taxi_recorte_train_0217.jpg,taxi_recorte_aug_01237.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0217.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01237.jpg
1238,taxi_recorte_train_0110.jpg,taxi_recorte_aug_01238.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0110.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01238.jpg
1239,taxi_recorte_train_0470.jpg,taxi_recorte_aug_01239.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0470.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01239.jpg
1240,taxi_recorte_train_0489.jpg,taxi_recorte_aug_01240.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0489.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01240.jpg
1241,taxi_recorte_train_0410.jpg,taxi_recorte_aug_01241.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0410.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01241.jpg
1242,taxi_recorte_train_0289.jpg,taxi_recorte_aug_01242.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0289.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01242.jpg
1243,taxi_recorte_train_0335.jpg,taxi_recorte_aug_01243.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0335.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01243.jpg
1244,taxi_recorte_train_0469.jpg,taxi_recorte_aug_01244.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0469.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01244.jpg
1245,taxi_recorte_train_0134.jpg,taxi_recorte_aug_01245.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0134.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01245.jpg
1246,taxi_recorte_train_0345.jpg,taxi_recorte_aug_01246.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0345.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01246.jpg
1247,taxi_recorte_train_0249.jpg,taxi_recorte_aug_01247.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0249.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01247.jpg
1248,taxi_recorte_train_0057.jpg,taxi_recorte_aug_01248.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0057.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01248.jpg
1249,taxi_recorte_train_0494.jpg,taxi_recorte_aug_01249.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0494.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01249.jpg
1250,taxi_recorte_train_0348.jpg,taxi_recorte_aug_01250.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0348.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01250.jpg
1251,taxi_recorte_train_0028.jpg,taxi_recorte_aug_01251.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0028.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01251.jpg
1252,taxi_recorte_train_0364.jpg,taxi_recorte_aug_01252.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0364.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01252.jpg
1253,taxi_recorte_train_0464.jpg,taxi_recorte_aug_01253.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0464.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01253.jpg
1254,taxi_recorte_train_0376.jpg,taxi_recorte_aug_01254.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0376.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01254.jpg
1255,taxi_recorte_train_0115.jpg,taxi_recorte_aug_01255.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0115.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01255.jpg
1256,taxi_recorte_train_0352.jpg,taxi_recorte_aug_01256.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0352.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01256.jpg
1257,taxi_recorte_train_0017.jpg,taxi_recorte_aug_01257.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0017.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01257.jpg
1258,taxi_recorte_train_0030.jpg,taxi_recorte_aug_01258.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0030.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01258.jpg
1259,taxi_recorte_train_0499.jpg,taxi_recorte_aug_01259.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0499.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01259.jpg
1260,taxi_recorte_train_0108.jpg,taxi_recorte_aug_01260.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0108.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01260.jpg
1261,taxi_recorte_train_0209.jpg,taxi_recorte_aug_01261.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0209.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01261.jpg
1262,taxi_recorte_train_0014.jpg,taxi_recorte_aug_01262.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0014.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01262.jpg
1263,taxi_recorte_train_0310.jpg,taxi_recorte_aug_01263.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0310.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01263.jpg
1264,taxi_recorte_train_0284.jpg,taxi_recorte_aug_01264.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0284.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01264.jpg
1265,taxi_recorte_train_0341.jpg,taxi_recorte_aug_01265.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0341.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01265.jpg
1266,taxi_recorte_train_0083.jpg,taxi_recorte_aug_01266.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0083.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01266.jpg
1267,taxi_recorte_train_0201.jpg,taxi_recorte_aug_01267.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0201.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01267.jpg
1268,taxi_recorte_train_0273.jpg,taxi_recorte_aug_01268.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0273.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01268.jpg
1269,taxi_recorte_train_0504.jpg,taxi_recorte_aug_01269.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0504.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01269.jpg
1270,taxi_recorte_train_0004.jpg,taxi_recorte_aug_01270.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0004.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01270.jpg
1271,taxi_recorte_train_0400.jpg,taxi_recorte_aug_01271.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0400.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01271.jpg
1272,taxi_recorte_train_0007.jpg,taxi_recorte_aug_01272.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0007.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01272.jpg
1273,taxi_recorte_train_0379.jpg,taxi_recorte_aug_01273.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0379.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01273.jpg
1274,taxi_recorte_train_0403.jpg,taxi_recorte_aug_01274.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0403.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01274.jpg
1275,taxi_recorte_train_0045.jpg,taxi_recorte_aug_01275.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0045.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01275.jpg
1276,taxi_recorte_train_0466.jpg,taxi_recorte_aug_01276.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0466.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01276.jpg
1277,taxi_recorte_train_0139.jpg,taxi_recorte_aug_01277.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0139.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01277.jpg
1278,taxi_recorte_train_0034.jpg,taxi_recorte_aug_01278.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0034.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01278.jpg
1279,taxi_recorte_train_0441.jpg,taxi_recorte_aug_01279.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0441.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01279.jpg
1280,taxi_recorte_train_0431.jpg,taxi_recorte_aug_01280.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0431.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01280.jpg
1281,taxi_recorte_train_0001.jpg,taxi_recorte_aug_01281.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0001.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01281.jpg
1282,taxi_recorte_train_0512.jpg,taxi_recorte_aug_01282.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0512.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01282.jpg
1283,taxi_recorte_train_0367.jpg,taxi_recorte_aug_01283.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0367.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01283.jpg
1284,taxi_recorte_train_0304.jpg,taxi_recorte_aug_01284.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0304.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01284.jpg
1285,taxi_recorte_train_0264.jpg,taxi_recorte_aug_01285.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0264.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01285.jpg
1286,taxi_recorte_train_0302.jpg,taxi_recorte_aug_01286.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0302.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01286.jpg
1287,taxi_recorte_train_0402.jpg,taxi_recorte_aug_01287.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0402.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01287.jpg
1288,taxi_recorte_train_0054.jpg,taxi_recorte_aug_01288.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0054.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01288.jpg
1289,taxi_recorte_train_0142.jpg,taxi_recorte_aug_01289.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0142.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01289.jpg
1290,taxi_recorte_train_0282.jpg,taxi_recorte_aug_01290.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0282.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/augmented/taxi_recorte_aug_01290.jpg
