indice,imagen_origen,imagen_aumentada,ruta_origen,ruta_aumentada
1575,negativos_train_0626.jpg,negativo_aug_01575.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0626.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01575.jpg
1576,negativos_train_0118.jpg,negativo_aug_01576.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0118.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01576.jpg
1577,negativos_train_0273.jpg,negativo_aug_01577.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0273.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01577.jpg
1578,negativos_train_0571.jpg,negativo_aug_01578.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0571.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01578.jpg
1579,negativos_train_0447.jpg,negativo_aug_01579.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0447.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01579.jpg
1580,negativos_train_0090.jpg,negativo_aug_01580.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0090.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01580.jpg
1581,negativos_train_0440.jpg,negativo_aug_01581.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0440.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01581.jpg
1582,negativos_train_0255.jpg,negativo_aug_01582.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0255.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01582.jpg
1583,negativos_train_0542.jpg,negativo_aug_01583.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0542.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01583.jpg
1584,negativos_train_0062.jpg,negativo_aug_01584.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0062.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01584.jpg
1585,negativos_train_0168.jpg,negativo_aug_01585.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0168.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01585.jpg
1586,negativos_train_0552.jpg,negativo_aug_01586.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0552.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01586.jpg
1587,negativos_train_0528.jpg,negativo_aug_01587.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0528.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01587.jpg
1588,negativos_train_0560.jpg,negativo_aug_01588.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0560.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01588.jpg
1589,negativos_train_0473.jpg,negativo_aug_01589.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0473.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01589.jpg
1590,negativos_train_0155.jpg,negativo_aug_01590.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0155.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01590.jpg
1591,negativos_train_0105.jpg,negativo_aug_01591.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0105.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01591.jpg
1592,negativos_train_0389.jpg,negativo_aug_01592.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0389.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01592.jpg
1593,negativos_train_0029.jpg,negativo_aug_01593.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0029.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01593.jpg
1594,negativos_train_0307.jpg,negativo_aug_01594.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0307.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01594.jpg
1595,negativos_train_0203.jpg,negativo_aug_01595.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0203.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01595.jpg
1596,negativos_train_0548.jpg,negativo_aug_01596.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0548.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01596.jpg
1597,negativos_train_0024.jpg,negativo_aug_01597.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0024.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01597.jpg
1598,negativos_train_0158.jpg,negativo_aug_01598.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0158.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01598.jpg
1599,negativos_train_0270.jpg,negativo_aug_01599.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0270.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01599.jpg
1600,negativos_train_0563.jpg,negativo_aug_01600.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0563.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01600.jpg
1601,negativos_train_0304.jpg,negativo_aug_01601.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0304.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01601.jpg
1602,negativos_train_0146.jpg,negativo_aug_01602.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0146.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01602.jpg
1603,negativos_train_0057.jpg,negativo_aug_01603.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0057.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01603.jpg
1604,negativos_train_0479.jpg,negativo_aug_01604.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0479.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01604.jpg
1605,negativos_train_0177.jpg,negativo_aug_01605.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0177.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01605.jpg
1606,negativos_train_0415.jpg,negativo_aug_01606.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0415.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01606.jpg
1607,negativos_train_0263.jpg,negativo_aug_01607.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0263.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01607.jpg
1608,negativos_train_0376.jpg,negativo_aug_01608.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0376.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01608.jpg
1609,negativos_train_0357.jpg,negativo_aug_01609.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0357.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01609.jpg
1610,negativos_train_0523.jpg,negativo_aug_01610.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0523.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01610.jpg
1611,negativos_train_0399.jpg,negativo_aug_01611.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0399.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01611.jpg
1612,negativos_train_0311.jpg,negativo_aug_01612.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0311.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01612.jpg
1613,negativos_train_0249.jpg,negativo_aug_01613.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0249.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01613.jpg
1614,negativos_train_0567.jpg,negativo_aug_01614.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0567.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01614.jpg
1615,negativos_train_0339.jpg,negativo_aug_01615.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0339.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01615.jpg
1616,negativos_train_0530.jpg,negativo_aug_01616.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0530.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01616.jpg
1617,negativos_train_0395.jpg,negativo_aug_01617.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0395.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01617.jpg
1618,negativos_train_0042.jpg,negativo_aug_01618.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0042.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01618.jpg
1619,negativos_train_0629.jpg,negativo_aug_01619.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0629.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01619.jpg
1620,negativos_train_0615.jpg,negativo_aug_01620.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0615.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01620.jpg
1621,negativos_train_0317.jpg,negativo_aug_01621.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0317.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01621.jpg
1622,negativos_train_0531.jpg,negativo_aug_01622.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0531.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01622.jpg
1623,negativos_train_0423.jpg,negativo_aug_01623.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0423.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01623.jpg
1624,negativos_train_0536.jpg,negativo_aug_01624.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0536.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01624.jpg
1625,negativos_train_0477.jpg,negativo_aug_01625.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0477.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01625.jpg
1626,negativos_train_0499.jpg,negativo_aug_01626.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0499.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01626.jpg
1627,negativos_train_0291.jpg,negativo_aug_01627.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0291.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01627.jpg
1628,negativos_train_0501.jpg,negativo_aug_01628.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0501.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01628.jpg
1629,negativos_train_0429.jpg,negativo_aug_01629.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0429.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01629.jpg
1630,negativos_train_0190.jpg,negativo_aug_01630.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0190.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01630.jpg
1631,negativos_train_0081.jpg,negativo_aug_01631.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0081.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01631.jpg
1632,negativos_train_0175.jpg,negativo_aug_01632.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0175.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01632.jpg
1633,negativos_train_0472.jpg,negativo_aug_01633.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0472.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01633.jpg
1634,negativos_train_0215.jpg,negativo_aug_01634.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0215.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01634.jpg
1635,negativos_train_0193.jpg,negativo_aug_01635.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0193.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01635.jpg
1636,negativos_train_0480.jpg,negativo_aug_01636.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0480.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01636.jpg
1637,negativos_train_0498.jpg,negativo_aug_01637.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0498.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01637.jpg
1638,negativos_train_0457.jpg,negativo_aug_01638.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0457.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01638.jpg
1639,negativos_train_0545.jpg,negativo_aug_01639.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0545.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01639.jpg
1640,negativos_train_0602.jpg,negativo_aug_01640.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0602.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01640.jpg
1641,negativos_train_0584.jpg,negativo_aug_01641.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0584.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01641.jpg
1642,negativos_train_0073.jpg,negativo_aug_01642.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0073.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01642.jpg
1643,negativos_train_0036.jpg,negativo_aug_01643.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0036.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01643.jpg
1644,negativos_train_0206.jpg,negativo_aug_01644.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0206.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01644.jpg
1645,negativos_train_0400.jpg,negativo_aug_01645.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0400.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01645.jpg
1646,negativos_train_0290.jpg,negativo_aug_01646.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0290.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01646.jpg
1647,negativos_train_0074.jpg,negativo_aug_01647.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0074.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01647.jpg
1648,negativos_train_0396.jpg,negativo_aug_01648.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0396.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01648.jpg
1649,negativos_train_0004.jpg,negativo_aug_01649.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0004.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01649.jpg
1650,negativos_train_0587.jpg,negativo_aug_01650.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0587.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01650.jpg
1651,negativos_train_0474.jpg,negativo_aug_01651.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0474.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01651.jpg
1652,negativos_train_0591.jpg,negativo_aug_01652.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0591.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01652.jpg
1653,negativos_train_0414.jpg,negativo_aug_01653.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0414.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01653.jpg
1654,negativos_train_0490.jpg,negativo_aug_01654.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0490.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01654.jpg
1655,negativos_train_0140.jpg,negativo_aug_01655.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0140.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01655.jpg
1656,negativos_train_0630.jpg,negativo_aug_01656.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0630.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01656.jpg
1657,negativos_train_0628.jpg,negativo_aug_01657.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0628.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01657.jpg
1658,negativos_train_0137.jpg,negativo_aug_01658.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0137.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01658.jpg
1659,negativos_train_0356.jpg,negativo_aug_01659.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0356.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01659.jpg
1660,negativos_train_0422.jpg,negativo_aug_01660.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0422.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01660.jpg
1661,negativos_train_0511.jpg,negativo_aug_01661.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0511.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01661.jpg
1662,negativos_train_0014.jpg,negativo_aug_01662.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0014.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01662.jpg
1663,negativos_train_0286.jpg,negativo_aug_01663.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0286.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01663.jpg
1664,negativos_train_0512.jpg,negativo_aug_01664.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0512.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01664.jpg
1665,negativos_train_0346.jpg,negativo_aug_01665.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0346.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01665.jpg
1666,negativos_train_0315.jpg,negativo_aug_01666.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0315.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01666.jpg
1667,negativos_train_0319.jpg,negativo_aug_01667.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0319.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01667.jpg
1668,negativos_train_0393.jpg,negativo_aug_01668.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0393.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01668.jpg
1669,negativos_train_0442.jpg,negativo_aug_01669.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0442.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01669.jpg
1670,negativos_train_0220.jpg,negativo_aug_01670.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0220.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01670.jpg
1671,negativos_train_0116.jpg,negativo_aug_01671.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0116.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01671.jpg
1672,negativos_train_0294.jpg,negativo_aug_01672.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0294.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01672.jpg
1673,negativos_train_0143.jpg,negativo_aug_01673.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0143.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01673.jpg
1674,negativos_train_0620.jpg,negativo_aug_01674.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0620.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01674.jpg
1675,negativos_train_0489.jpg,negativo_aug_01675.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0489.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01675.jpg
1676,negativos_train_0189.jpg,negativo_aug_01676.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0189.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01676.jpg
1677,negativos_train_0446.jpg,negativo_aug_01677.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0446.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01677.jpg
1678,negativos_train_0180.jpg,negativo_aug_01678.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0180.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01678.jpg
1679,negativos_train_0056.jpg,negativo_aug_01679.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0056.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01679.jpg
1680,negativos_train_0115.jpg,negativo_aug_01680.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0115.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01680.jpg
1681,negativos_train_0247.jpg,negativo_aug_01681.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0247.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01681.jpg
1682,negativos_train_0556.jpg,negativo_aug_01682.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/train/negativos_train_0556.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/augmented/negativo_aug_01682.jpg
